figure_code	name_zh	legacy_id	new_id	disposition	group	source_card	source_ref	status	notes
H-HZX-002	王祥	M303	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M304	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M305	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M306	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M307	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M308	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M309	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-HZX-002	王祥	M310	—（归档/待重做，B 收口裁定）	归档完成；内容重做另立卡（重做不以换码为前提）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-HZX-002/archive_recommendation.json（M301~M310）	已归档（字节件入 _duplicates；B 收口 t_f3aabe2c 执行）	归档三件 sha256 登记于 data/figures/_duplicates；待重做清单 docs/research/phase21r6B_wangxiang_redo_list.md；figure_names 5 键清档；码位提示更正：H-WX-001 已被王选占用（评估稿误判），重做建议 M-WX-001~010 或船长另定
H-WZ-001	王震	M371	M-WZ-001	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L2	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M372	M-WZ-002	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L3	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M373	M-WZ-003	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L4	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M374	M-WZ-004	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L5	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M375	M-WZ-005	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L6	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M376	M-WZ-006	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L7	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M377	M-WZ-007	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L8	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M378	M-WZ-008	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L9	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M379	M-WZ-009	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L10	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M380	M-WZ-010	档案10条之一：迁入并统一重编	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L11	已落盘（B 收口 t_f3aabe2c，已提交）	
H-WZ-001	王震	M391	(归档去重，不并入)	旧码条目与 M371 同题重复：已归档去重（快照入 _duplicates + 差异表留存）；富字段吸收列精修候选	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L12	已归档（不并入；快照+差异表入 _duplicates）	
H-WZ-001	王震	M392	M-WZ-011	旧码条目独立：并轨为 M-WZ-011（字段保全重编号，related_modes 重指 M-WZ-001；并轨方向已确认）	B	t_f3aabe2c	docs/scratch/legacy20_r6b/H-WZ-001/id_mapping.tsv L13	已落盘（B 收口 t_f3aabe2c，已提交）	
H-AN-001	安子	M001	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M002	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M003	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M004	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M005	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M006	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M007	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M008	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M009	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-AN-001	安子	M010	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-AN-001_figures.json,H-AN-001_individuals.json,H-AN-001_individuals_modes.json,H-AN-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals,individuals_modes
H-LC-001	陆沉	M401	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M402	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M403	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M404	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M405	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M406	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M407	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M408	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M409	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-LC-001	陆沉	M410	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-LC-001_figures.json,H-LC-001_individuals.json,H-LC-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-YE-001	叶筱	M401	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M402	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M403	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M404	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M405	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M406	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M407	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M408	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M409	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-YE-001	叶筱	M410	—（归档；暂不分配）	归档或整卡替换	C	t_4a9cf2cb	本卡归档件（H-YE-001_figures.json,H-YE-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals_modes
H-ZOU-001	邹文献	M401	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M402	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M403	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M404	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M405	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M406	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M407	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M408	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M409	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-ZOU-001	邹文献	M410	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-ZOU-001_figures.json,H-ZOU-001_individuals_modes.json,H-ZOU-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures,individuals_modes
H-HAN-001	沈幅	M351	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M352	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M353	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M354	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M355	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M356	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M357	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-HAN-001	沈幅	M358	—（归档；暂不分配）	归档；若保留另立研究卡	C	t_4a9cf2cb	本卡归档件（H-HAN-001_figures.json,H-HAN-001_individuals.json,H-HAN-001_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes
H-MODERN-002	大云	M001	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M002	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M003	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M004	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M005	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M006	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M007	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M008	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M009	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-MODERN-002	大云	M010	—（归档；暂不分配）	归档或立项	C	t_4a9cf2cb	本卡归档件（H-MODERN-002_figures.json,H-MODERN-002_individuals.json,H-MODERN-002_individuals_modes.json）	已归档（本卡）	档位：figures,individuals,individuals_modes（仅编号声明，无载荷）
H-LUORQ-001	罗瑞卿	M311	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M312	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M313	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M314	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M315	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M316	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M317	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M318	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M319	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M320	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：individuals_modes（载荷内容为陆有，隔离归档）
H-LUORQ-001	罗瑞卿	M351	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures
H-LUORQ-001	罗瑞卿	M352	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures
H-LUORQ-001	罗瑞卿	M353	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures
H-LUORQ-001	罗瑞卿	M354	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures
H-LUORQ-001	罗瑞卿	M355	—（归档；重做须另立项，载荷全新）	载荷隔离归档，另立项重做研究	C	t_4a9cf2cb	本卡归档件（H-LUORQ-001_figures.json,H-LUORQ-001_individuals.json,H-LUORQ-001_individuals_modes_ISOLATED_crossfile.json,H-LUORQ-001_archive_page.md）	已归档（本卡）	档位：archive_page,figures
